fecha,plato,porciones_vendidas,hora_servicio,dia_semana,es_fin_semana,condicion_climatica,evento_local,tipo_promocion,mes,trimestre
2024-07-28,Sajta de Pollo,62,19,Domingo,1,Nublado,Ninguno,Ninguna,7,3
2024-07-29,Sajta de Pollo,40,18,Lunes,0,Soleado,Ninguno,Ninguna,7,3
2024-07-30,Sajta de Pollo,41,21,Martes,0,Nublado,Ninguno,Ninguna,7,3
2024-07-31,Sajta de Pollo,62,19,Miércoles,0,Lluvioso,Ninguno,Menu del Dia,7,3
2024-08-01,Sajta de Pollo,37,20,Jueves,0,Nublado,Ninguno,Ninguna,8,3
2024-08-02,Sajta de Pollo,66,20,Viernes,1,Lluvioso,Fiesta,Ninguna,8,3
2024-08-03,Sajta de Pollo,56,15,Sábado,1,Soleado,Ninguno,Ninguna,8,3
2024-08-04,Sajta de Pollo,50,15,Domingo,1,Soleado,Ninguno,Ninguna,8,3
2024-08-05,Sajta de Pollo,56,21,Lunes,0,Soleado,Ninguno,2x1,8,3
2024-08-06,Sajta de Pollo,44,18,Martes,0,Nublado,Ninguno,Ninguna,8,3
2024-08-07,Sajta de Pollo,38,21,Miércoles,0,Soleado,Ninguno,Ninguna,8,3
2024-08-08,Sajta de Pollo,38,23,Jueves,0,Nublado,Ninguno,Ninguna,8,3
2024-08-09,Sajta de Pollo,58,19,Viernes,1,Soleado,Ninguno,Ninguna,8,3
2024-08-10,Sajta de Pollo,56,20,Sábado,1,Soleado,Ninguno,Ninguna,8,3
2024-08-11,Sajta de Pollo,66,17,Domingo,1,Nublado,Ninguno,Ninguna,8,3
2024-08-12,Sajta de Pollo,39,18,Lunes,0,Nublado,Ninguno,Ninguna,8,3
2024-08-13,Sajta de Pollo,59,18,Martes,0,Soleado,Ninguno,Descuento,8,3
2024-08-14,Sajta de Pollo,44,20,Miércoles,0,Soleado,Ninguno,Ninguna,8,3
2024-08-15,Sajta de Pollo,40,18,Jueves,0,Nublado,Ninguno,Ninguna,8,3
2024-08-16,Sajta de Pollo,60,18,Viernes,1,Soleado,Ninguno,Ninguna,8,3
2024-08-17,Sajta de Pollo,59,20,Sábado,1,Soleado,Ninguno,Ninguna,8,3
2024-08-18,Sajta de Pollo,60,20,Domingo,1,Nublado,Ninguno,Ninguna,8,3
2024-08-19,Sajta de Pollo,42,22,Lunes,0,Soleado,Ninguno,Ninguna,8,3
2024-08-20,Sajta de Pollo,43,19,Martes,0,Nublado,Ninguno,Ninguna,8,3
2024-08-21,Sajta de Pollo,58,19,Miércoles,0,Lluvioso,Ninguno,Descuento,8,3
2024-08-22,Sajta de Pollo,53,20,Jueves,0,Soleado,Festival,Ninguna,8,3
2024-08-23,Sajta de Pollo,61,20,Viernes,1,Soleado,Ninguno,Ninguna,8,3
2024-08-24,Sajta de Pollo,60,21,Sábado,1,Nublado,Ninguno,Ninguna,8,3
2024-08-25,Sajta de Pollo,63,21,Domingo,1,Soleado,Ninguno,Ninguna,8,3
2024-08-26,Sajta de Pollo,65,19,Lunes,0,Soleado,Ninguno,Descuento,8,3
2024-08-27,Sajta de Pollo,46,23,Martes,0,Nublado,Ninguno,Ninguna,8,3
2024-08-28,Sajta de Pollo,46,19,Miércoles,0,Soleado,Ninguno,Descuento,8,3
2024-08-29,Sajta de Pollo,48,16,Jueves,0,Lluvioso,Ninguno,Ninguna,8,3
2024-08-30,Sajta de Pollo,57,19,Viernes,1,Nublado,Ninguno,Ninguna,8,3
2024-08-31,Sajta de Pollo,67,15,Sábado,1,Soleado,Feriado,Ninguna,8,3
2024-09-01,Sajta de Pollo,66,16,Domingo,1,Nublado,Ninguno,Ninguna,9,3
2024-09-02,Sajta de Pollo,46,19,Lunes,0,Nublado,Ninguno,Ninguna,9,3
2024-09-03,Sajta de Pollo,45,20,Martes,0,Soleado,Ninguno,Ninguna,9,3
2024-09-04,Sajta de Pollo,45,20,Miércoles,0,Soleado,Ninguno,Ninguna,9,3
2024-09-05,Sajta de Pollo,44,19,Jueves,0,Soleado,Ninguno,Ninguna,9,3
2024-09-06,Sajta de Pollo,56,18,Viernes,1,Nublado,Ninguno,Ninguna,9,3
2024-09-07,Sajta de Pollo,62,19,Sábado,1,Soleado,Ninguno,Ninguna,9,3
2024-09-08,Sajta de Pollo,65,19,Domingo,1,Lluvioso,Ninguno,Ninguna,9,3
2024-09-09,Sajta de Pollo,42,18,Lunes,0,Nublado,Ninguno,Ninguna,9,3
2024-09-10,Sajta de Pollo,38,18,Martes,0,Nublado,Ninguno,Ninguna,9,3
2024-09-11,Sajta de Pollo,47,19,Miércoles,0,Soleado,Ninguno,Ninguna,9,3
2024-09-12,Sajta de Pollo,46,17,Jueves,0,Soleado,Ninguno,Ninguna,9,3
2024-09-13,Sajta de Pollo,62,19,Viernes,1,Soleado,Ninguno,Ninguna,9,3
2024-09-14,Sajta de Pollo,73,20,Sábado,1,Soleado,Ninguno,2x1,9,3
2024-09-15,Sajta de Pollo,60,20,Domingo,1,Soleado,Ninguno,Ninguna,9,3
2024-09-16,Sajta de Pollo,56,23,Lunes,0,Soleado,Ninguno,Menu del Dia,9,3
2024-09-17,Sajta de Pollo,47,21,Martes,0,Nublado,Ninguno,Ninguna,9,3
2024-09-18,Sajta de Pollo,52,17,Miércoles,0,Nublado,Feriado,Ninguna,9,3
2024-09-19,Sajta de Pollo,42,19,Jueves,0,Soleado,Ninguno,Ninguna,9,3
2024-09-20,Sajta de Pollo,64,15,Viernes,1,Soleado,Ninguno,Ninguna,9,3
2024-09-21,Sajta de Pollo,61,20,Sábado,1,Nublado,Ninguno,Ninguna,9,3
2024-09-22,Sajta de Pollo,65,19,Domingo,1,Nublado,Ninguno,Ninguna,9,3
2024-09-23,Sajta de Pollo,42,22,Lunes,0,Soleado,Ninguno,Ninguna,9,3
2024-09-24,Sajta de Pollo,47,20,Martes,0,Soleado,Ninguno,Ninguna,9,3
2024-09-25,Sajta de Pollo,54,19,Miércoles,0,Soleado,Feriado,Ninguna,9,3
2024-09-26,Sajta de Pollo,42,20,Jueves,0,Nublado,Ninguno,Ninguna,9,3
2024-09-27,Sajta de Pollo,74,20,Viernes,1,Lluvioso,Fiesta,Ninguna,9,3
2024-09-28,Sajta de Pollo,66,21,Sábado,1,Soleado,Ninguno,Ninguna,9,3
2024-09-29,Sajta de Pollo,66,20,Domingo,1,Soleado,Festival,Ninguna,9,3
2024-09-30,Sajta de Pollo,40,19,Lunes,0,Nublado,Ninguno,Ninguna,9,3
2024-10-01,Sajta de Pollo,54,22,Martes,0,Soleado,Ninguno,Ninguna,10,4
2024-10-02,Sajta de Pollo,41,20,Miércoles,0,Soleado,Ninguno,Ninguna,10,4
2024-10-03,Sajta de Pollo,43,18,Jueves,0,Nublado,Ninguno,Ninguna,10,4
2024-10-04,Sajta de Pollo,56,21,Viernes,1,Nublado,Ninguno,Ninguna,10,4
2024-10-05,Sajta de Pollo,77,20,Sábado,1,Lluvioso,Fiesta,Ninguna,10,4
2024-10-06,Sajta de Pollo,58,19,Domingo,1,Nublado,Ninguno,Ninguna,10,4
2024-10-07,Sajta de Pollo,41,18,Lunes,0,Soleado,Ninguno,Ninguna,10,4
2024-10-08,Sajta de Pollo,43,16,Martes,0,Soleado,Ninguno,Ninguna,10,4
2024-10-09,Sajta de Pollo,64,0,Miércoles,0,Lluvioso,Feriado,Menu del Dia,10,4
2024-10-10,Sajta de Pollo,52,18,Jueves,0,Soleado,Ninguno,Menu del Dia,10,4
2024-10-11,Sajta de Pollo,63,19,Viernes,1,Soleado,Ninguno,Ninguna,10,4
2024-10-12,Sajta de Pollo,69,16,Sábado,1,Nublado,Festival,Ninguna,10,4
2024-10-13,Sajta de Pollo,76,18,Domingo,1,Lluvioso,Ninguno,Menu del Dia,10,4
2024-10-14,Sajta de Pollo,52,18,Lunes,0,Soleado,Ninguno,Descuento,10,4
2024-10-15,Sajta de Pollo,47,19,Martes,0,Soleado,Ninguno,Ninguna,10,4
2024-10-16,Sajta de Pollo,46,17,Miércoles,0,Lluvioso,Ninguno,Ninguna,10,4
2024-10-17,Sajta de Pollo,39,20,Jueves,0,Soleado,Ninguno,Ninguna,10,4
2024-10-18,Sajta de Pollo,64,19,Viernes,1,Soleado,Feriado,Ninguna,10,4
2024-10-19,Sajta de Pollo,58,21,Sábado,1,Nublado,Ninguno,Ninguna,10,4
2024-10-20,Sajta de Pollo,58,20,Domingo,1,Soleado,Ninguno,Ninguna,10,4
2024-10-21,Sajta de Pollo,37,17,Lunes,0,Soleado,Ninguno,Ninguna,10,4
2024-10-22,Sajta de Pollo,39,19,Martes,0,Soleado,Ninguno,Ninguna,10,4
2024-10-23,Sajta de Pollo,57,21,Miércoles,0,Soleado,Ninguno,Descuento,10,4
2024-10-24,Sajta de Pollo,47,20,Jueves,0,Soleado,Ninguno,Ninguna,10,4
2024-10-25,Sajta de Pollo,59,20,Viernes,1,Soleado,Ninguno,Ninguna,10,4
2024-10-26,Sajta de Pollo,64,19,Sábado,1,Soleado,Ninguno,Ninguna,10,4
2024-10-27,Sajta de Pollo,67,18,Domingo,1,Soleado,Ninguno,Menu del Dia,10,4
2024-10-28,Sajta de Pollo,46,20,Lunes,0,Nublado,Ninguno,Ninguna,10,4
2024-10-29,Sajta de Pollo,48,16,Martes,0,Soleado,Ninguno,Ninguna,10,4
2024-10-30,Sajta de Pollo,57,20,Miércoles,0,Soleado,Ninguno,Descuento,10,4
2024-10-31,Sajta de Pollo,53,20,Jueves,0,Soleado,Festival,Ninguna,10,4
2024-11-01,Sajta de Pollo,44,20,Viernes,1,Nublado,Ninguno,Ninguna,11,4
2024-11-02,Sajta de Pollo,47,15,Sábado,1,Soleado,Ninguno,Ninguna,11,4
2024-11-03,Sajta de Pollo,50,17,Domingo,1,Nublado,Ninguno,Ninguna,11,4
2024-11-04,Sajta de Pollo,28,22,Lunes,0,Nublado,Ninguno,Ninguna,11,4
2024-11-05,Sajta de Pollo,32,19,Martes,0,Lluvioso,Ninguno,Ninguna,11,4
2024-11-06,Sajta de Pollo,25,22,Miércoles,0,Nublado,Ninguno,Ninguna,11,4
2024-11-07,Sajta de Pollo,29,20,Jueves,0,Nublado,Ninguno,Ninguna,11,4
2024-11-08,Sajta de Pollo,42,21,Viernes,1,Soleado,Ninguno,Ninguna,11,4
2024-11-09,Sajta de Pollo,48,16,Sábado,1,Lluvioso,Ninguno,Ninguna,11,4
2024-11-10,Sajta de Pollo,50,18,Domingo,1,Soleado,Ninguno,Ninguna,11,4
2024-11-11,Sajta de Pollo,43,18,Lunes,0,Soleado,Feriado,Ninguna,11,4
2024-11-12,Sajta de Pollo,32,20,Martes,0,Nublado,Ninguno,Ninguna,11,4
2024-11-13,Sajta de Pollo,32,0,Miércoles,0,Soleado,Ninguno,Ninguna,11,4
2024-11-14,Sajta de Pollo,45,21,Jueves,0,Soleado,Ninguno,Menu del Dia,11,4
2024-11-15,Sajta de Pollo,40,17,Viernes,1,Soleado,Ninguno,Ninguna,11,4
2024-11-16,Sajta de Pollo,44,18,Sábado,1,Soleado,Ninguno,Ninguna,11,4
2024-11-17,Sajta de Pollo,46,18,Domingo,1,Soleado,Ninguno,Ninguna,11,4
2024-11-18,Sajta de Pollo,42,16,Lunes,0,Soleado,Ninguno,Menu del Dia,11,4
2024-11-19,Sajta de Pollo,23,21,Martes,0,Soleado,Ninguno,Ninguna,11,4
2024-11-20,Sajta de Pollo,24,20,Miércoles,0,Nublado,Ninguno,Ninguna,11,4
2024-11-21,Sajta de Pollo,26,21,Jueves,0,Soleado,Ninguno,Ninguna,11,4
2024-11-22,Sajta de Pollo,38,18,Viernes,1,Soleado,Ninguno,Ninguna,11,4
2024-11-23,Sajta de Pollo,41,17,Sábado,1,Soleado,Ninguno,Ninguna,11,4
2024-11-24,Sajta de Pollo,44,20,Domingo,1,Soleado,Ninguno,Ninguna,11,4
2024-11-25,Sajta de Pollo,36,21,Lunes,0,Nublado,Ninguno,Ninguna,11,4
2024-11-26,Sajta de Pollo,42,18,Martes,0,Soleado,Ninguno,Menu del Dia,11,4
2024-11-27,Sajta de Pollo,43,15,Miércoles,0,Nublado,Festival,Ninguna,11,4
2024-11-28,Sajta de Pollo,42,20,Jueves,0,Nublado,Ninguno,Descuento,11,4
2024-11-29,Sajta de Pollo,50,15,Viernes,1,Nublado,Ninguno,Ninguna,11,4
2024-11-30,Sajta de Pollo,54,16,Sábado,1,Nublado,Ninguno,Menu del Dia,11,4
2024-12-01,Sajta de Pollo,40,19,Domingo,1,Nublado,Ninguno,Ninguna,12,4
2024-12-02,Sajta de Pollo,31,19,Lunes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-03,Sajta de Pollo,25,16,Martes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-04,Sajta de Pollo,27,18,Miércoles,0,Soleado,Ninguno,Ninguna,12,4
2024-12-05,Sajta de Pollo,26,18,Jueves,0,Soleado,Ninguno,Ninguna,12,4
2024-12-06,Sajta de Pollo,42,20,Viernes,1,Lluvioso,Ninguno,Ninguna,12,4
2024-12-07,Sajta de Pollo,56,20,Sábado,1,Soleado,Festival,Ninguna,12,4
2024-12-08,Sajta de Pollo,41,18,Domingo,1,Soleado,Ninguno,Ninguna,12,4
2024-12-09,Sajta de Pollo,29,20,Lunes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-10,Sajta de Pollo,29,15,Martes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-11,Sajta de Pollo,29,20,Miércoles,0,Soleado,Ninguno,Ninguna,12,4
2024-12-12,Sajta de Pollo,31,18,Jueves,0,Soleado,Ninguno,Ninguna,12,4
2024-12-13,Sajta de Pollo,54,19,Viernes,1,Soleado,Ninguno,Descuento,12,4
2024-12-14,Sajta de Pollo,52,23,Sábado,1,Nublado,Feriado,Ninguna,12,4
2024-12-15,Sajta de Pollo,46,20,Domingo,1,Soleado,Ninguno,Ninguna,12,4
2024-12-16,Sajta de Pollo,32,20,Lunes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-17,Sajta de Pollo,30,19,Martes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-18,Sajta de Pollo,28,22,Miércoles,0,Nublado,Ninguno,Ninguna,12,4
2024-12-19,Sajta de Pollo,22,19,Jueves,0,Soleado,Ninguno,Ninguna,12,4
2024-12-20,Sajta de Pollo,54,20,Viernes,1,Soleado,Feriado,Ninguna,12,4
2024-12-21,Sajta de Pollo,47,21,Sábado,1,Nublado,Ninguno,Ninguna,12,4
2024-12-22,Sajta de Pollo,44,20,Domingo,1,Soleado,Ninguno,Ninguna,12,4
2024-12-23,Sajta de Pollo,29,19,Lunes,0,Soleado,Ninguno,Ninguna,12,4
2024-12-24,Sajta de Pollo,35,18,Martes,0,Soleado,Ninguno,2x1,12,4
2024-12-25,Sajta de Pollo,28,19,Miércoles,0,Soleado,Ninguno,Ninguna,12,4
2024-12-26,Sajta de Pollo,39,18,Jueves,0,Nublado,Ninguno,Descuento,12,4
2024-12-27,Sajta de Pollo,52,15,Viernes,1,Nublado,Feriado,Ninguna,12,4
2024-12-28,Sajta de Pollo,53,21,Sábado,1,Nublado,Ninguno,Descuento,12,4
2024-12-29,Sajta de Pollo,60,21,Domingo,1,Lluvioso,Ninguno,Menu del Dia,12,4
2024-12-30,Sajta de Pollo,29,18,Lunes,0,Nublado,Ninguno,Ninguna,12,4
2024-01-01,Chancho a la Cruz,20,16,Lunes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-02,Chancho a la Cruz,21,17,Martes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-03,Chancho a la Cruz,30,18,Miércoles,0,Soleado,Ninguno,2x1,1,1
2024-01-04,Chancho a la Cruz,22,16,Jueves,0,Soleado,Ninguno,Ninguna,1,1
2024-01-05,Chancho a la Cruz,25,18,Viernes,1,Soleado,Ninguno,Ninguna,1,1
2024-01-06,Chancho a la Cruz,32,19,Sábado,1,Soleado,Ninguno,Ninguna,1,1
2024-01-07,Chancho a la Cruz,32,19,Domingo,1,Nublado,Ninguno,Ninguna,1,1
2024-01-08,Chancho a la Cruz,27,19,Lunes,0,Soleado,Ninguno,Descuento,1,1
2024-01-09,Chancho a la Cruz,22,21,Martes,0,Nublado,Ninguno,Ninguna,1,1
2024-01-10,Chancho a la Cruz,20,18,Miércoles,0,Soleado,Ninguno,Ninguna,1,1
2024-01-11,Chancho a la Cruz,20,17,Jueves,0,Nublado,Ninguno,Ninguna,1,1
2024-01-12,Chancho a la Cruz,37,18,Viernes,1,Nublado,Ninguno,Ninguna,1,1
2024-01-13,Chancho a la Cruz,35,19,Sábado,1,Soleado,Ninguno,Ninguna,1,1
2024-01-14,Chancho a la Cruz,36,20,Domingo,1,Nublado,Ninguno,Ninguna,1,1
2024-01-15,Chancho a la Cruz,24,18,Lunes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-16,Chancho a la Cruz,21,19,Martes,0,Lluvioso,Ninguno,Ninguna,1,1
2024-01-17,Chancho a la Cruz,25,17,Miércoles,0,Nublado,Fiesta,Ninguna,1,1
2024-01-18,Chancho a la Cruz,12,20,Jueves,0,Nublado,Ninguno,Ninguna,1,1
2024-01-19,Chancho a la Cruz,43,18,Viernes,1,Soleado,Feriado,Ninguna,1,1
2024-01-20,Chancho a la Cruz,35,20,Sábado,1,Nublado,Ninguno,Ninguna,1,1
2024-01-21,Chancho a la Cruz,31,20,Domingo,1,Soleado,Ninguno,Ninguna,1,1
2024-01-22,Chancho a la Cruz,23,18,Lunes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-23,Chancho a la Cruz,18,19,Martes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-24,Chancho a la Cruz,24,15,Miércoles,0,Lluvioso,Ninguno,Ninguna,1,1
2024-01-25,Chancho a la Cruz,33,17,Jueves,0,Soleado,Ninguno,Descuento,1,1
2024-01-26,Chancho a la Cruz,27,16,Viernes,1,Soleado,Ninguno,Ninguna,1,1
2024-01-27,Chancho a la Cruz,31,16,Sábado,1,Nublado,Ninguno,Ninguna,1,1
2024-01-28,Chancho a la Cruz,33,19,Domingo,1,Nublado,Ninguno,Ninguna,1,1
2024-01-29,Chancho a la Cruz,26,22,Lunes,0,Soleado,Ninguno,Ninguna,1,1
2024-01-30,Chancho a la Cruz,21,22,Martes,0,Nublado,Ninguno,Ninguna,1,1
2024-01-31,Chancho a la Cruz,40,19,Miércoles,0,Soleado,Feriado,2x1,1,1
2024-02-01,Chancho a la Cruz,25,20,Jueves,0,Soleado,Ninguno,Ninguna,2,1
2024-02-02,Chancho a la Cruz,40,19,Viernes,1,Soleado,Ninguno,2x1,2,1
2024-02-03,Chancho a la Cruz,43,15,Sábado,1,Nublado,Ninguno,2x1,2,1
2024-02-04,Chancho a la Cruz,45,23,Domingo,1,Soleado,Ninguno,Descuento,2,1
2024-02-05,Chancho a la Cruz,30,19,Lunes,0,Soleado,Ninguno,2x1,2,1
2024-02-06,Chancho a la Cruz,20,17,Martes,0,Nublado,Ninguno,Ninguna,2,1
2024-02-07,Chancho a la Cruz,14,19,Miércoles,0,Soleado,Ninguno,Ninguna,2,1
2024-02-08,Chancho a la Cruz,27,18,Jueves,0,Soleado,Fiesta,Ninguna,2,1
2024-02-09,Chancho a la Cruz,28,20,Viernes,1,Soleado,Ninguno,Ninguna,2,1
2024-02-10,Chancho a la Cruz,34,18,Sábado,1,Soleado,Ninguno,Ninguna,2,1
2024-02-11,Chancho a la Cruz,31,16,Domingo,1,Nublado,Ninguno,Ninguna,2,1
2024-02-12,Chancho a la Cruz,21,20,Lunes,0,Nublado,Ninguno,Ninguna,2,1
2024-02-13,Chancho a la Cruz,15,19,Martes,0,Soleado,Ninguno,Ninguna,2,1
2024-02-14,Chancho a la Cruz,23,21,Miércoles,0,Soleado,Ninguno,Ninguna,2,1
2024-02-15,Chancho a la Cruz,33,20,Jueves,0,Lluvioso,Ninguno,Menu del Dia,2,1
2024-02-16,Chancho a la Cruz,45,20,Viernes,1,Nublado,Feriado,Ninguna,2,1
2024-02-17,Chancho a la Cruz,29,17,Sábado,1,Soleado,Ninguno,Ninguna,2,1
2024-02-18,Chancho a la Cruz,42,19,Domingo,1,Nublado,Feriado,Ninguna,2,1
2024-02-19,Chancho a la Cruz,27,23,Lunes,0,Soleado,Ninguno,2x1,2,1
2024-02-20,Chancho a la Cruz,23,20,Martes,0,Nublado,Ninguno,Ninguna,2,1
2024-02-21,Chancho a la Cruz,22,20,Miércoles,0,Soleado,Ninguno,Ninguna,2,1
2024-02-22,Chancho a la Cruz,21,16,Jueves,0,Soleado,Ninguno,Ninguna,2,1
2024-02-23,Chancho a la Cruz,53,19,Viernes,1,Soleado,Festival,Descuento,2,1
2024-02-24,Chancho a la Cruz,29,20,Sábado,1,Soleado,Ninguno,Ninguna,2,1
2024-02-25,Chancho a la Cruz,38,19,Domingo,1,Soleado,Ninguno,Menu del Dia,2,1
2024-02-26,Chancho a la Cruz,19,19,Lunes,0,Nublado,Ninguno,Ninguna,2,1
2024-02-27,Chancho a la Cruz,19,17,Martes,0,Soleado,Ninguno,Ninguna,2,1
2024-02-28,Chancho a la Cruz,26,17,Miércoles,0,Nublado,Feriado,Ninguna,2,1
2024-02-29,Chancho a la Cruz,20,20,Jueves,0,Soleado,Ninguno,Ninguna,2,1
2024-03-01,Chancho a la Cruz,34,21,Viernes,1,Soleado,Ninguno,Ninguna,3,1
2024-03-02,Chancho a la Cruz,37,18,Sábado,1,Soleado,Ninguno,Ninguna,3,1
2024-03-03,Chancho a la Cruz,37,22,Domingo,1,Soleado,Ninguno,Ninguna,3,1
2024-03-04,Chancho a la Cruz,19,20,Lunes,0,Soleado,Ninguno,Ninguna,3,1
2024-03-05,Chancho a la Cruz,25,21,Martes,0,Soleado,Ninguno,Ninguna,3,1
2024-03-06,Chancho a la Cruz,17,15,Miércoles,0,Soleado,Ninguno,Ninguna,3,1
2024-03-07,Chancho a la Cruz,17,21,Jueves,0,Nublado,Ninguno,Ninguna,3,1
2024-03-08,Chancho a la Cruz,37,19,Viernes,1,Soleado,Ninguno,Ninguna,3,1
2024-03-09,Chancho a la Cruz,49,18,Sábado,1,Nublado,Fiesta,Menu del Dia,3,1
2024-03-10,Chancho a la Cruz,43,17,Domingo,1,Soleado,Fiesta,Ninguna,3,1
2024-03-11,Chancho a la Cruz,31,20,Lunes,0,Soleado,Ninguno,Descuento,3,1
2024-03-12,Chancho a la Cruz,24,19,Martes,0,Soleado,Ninguno,Ninguna,3,1
2024-03-13,Chancho a la Cruz,18,16,Miércoles,0,Nublado,Ninguno,Ninguna,3,1
2024-03-14,Chancho a la Cruz,22,18,Jueves,0,Nublado,Ninguno,Ninguna,3,1
2024-03-15,Chancho a la Cruz,48,19,Viernes,1,Nublado,Festival,Menu del Dia,3,1
2024-03-16,Chancho a la Cruz,32,19,Sábado,1,Soleado,Ninguno,Ninguna,3,1
2024-03-17,Chancho a la Cruz,47,21,Domingo,1,Soleado,Ninguno,Menu del Dia,3,1
2024-03-18,Chancho a la Cruz,35,20,Lunes,0,Soleado,Ninguno,Menu del Dia,3,1
2024-03-19,Chancho a la Cruz,16,19,Martes,0,Nublado,Ninguno,Ninguna,3,1
2024-03-20,Chancho a la Cruz,20,0,Miércoles,0,Soleado,Ninguno,Ninguna,3,1
2024-03-21,Chancho a la Cruz,24,15,Jueves,0,Nublado,Ninguno,Ninguna,3,1
2024-03-22,Chancho a la Cruz,43,17,Viernes,1,Lluvioso,Fiesta,Ninguna,3,1
2024-03-23,Chancho a la Cruz,39,19,Sábado,1,Soleado,Ninguno,Ninguna,3,1
2024-03-24,Chancho a la Cruz,40,19,Domingo,1,Soleado,Ninguno,Descuento,3,1
2024-03-25,Chancho a la Cruz,20,17,Lunes,0,Nublado,Ninguno,Ninguna,3,1
2024-03-26,Chancho a la Cruz,21,19,Martes,0,Nublado,Ninguno,Ninguna,3,1
2024-03-27,Chancho a la Cruz,31,18,Miércoles,0,Lluvioso,Fiesta,Ninguna,3,1
2024-03-28,Chancho a la Cruz,23,19,Jueves,0,Nublado,Ninguno,Ninguna,3,1
2024-03-29,Chancho a la Cruz,32,20,Viernes,1,Nublado,Ninguno,Ninguna,3,1
2024-03-30,Chancho a la Cruz,45,16,Sábado,1,Soleado,Ninguno,Descuento,3,1
2024-03-31,Chancho a la Cruz,28,19,Domingo,1,Nublado,Ninguno,Ninguna,3,1
2024-04-01,Chancho a la Cruz,25,19,Lunes,0,Lluvioso,Ninguno,Ninguna,4,2
2024-04-02,Chancho a la Cruz,25,19,Martes,0,Soleado,Ninguno,Ninguna,4,2
2024-04-03,Chancho a la Cruz,18,19,Miércoles,0,Soleado,Ninguno,Ninguna,4,2
2024-04-04,Chancho a la Cruz,18,20,Jueves,0,Soleado,Ninguno,Ninguna,4,2
2024-04-05,Chancho a la Cruz,35,19,Viernes,1,Soleado,Ninguno,Ninguna,4,2
2024-04-06,Chancho a la Cruz,36,20,Sábado,1,Soleado,Ninguno,Ninguna,4,2
2024-04-07,Chancho a la Cruz,36,19,Domingo,1,Soleado,Ninguno,Ninguna,4,2
2024-04-08,Chancho a la Cruz,21,18,Lunes,0,Soleado,Ninguno,Ninguna,4,2
2024-04-09,Chancho a la Cruz,36,17,Martes,0,Nublado,Fiesta,Menu del Dia,4,2
2024-04-10,Chancho a la Cruz,26,18,Miércoles,0,Soleado,Fiesta,Ninguna,4,2
2024-04-11,Chancho a la Cruz,21,17,Jueves,0,Nublado,Ninguno,Ninguna,4,2
2024-04-12,Chancho a la Cruz,35,18,Viernes,1,Soleado,Ninguno,Ninguna,4,2
2024-04-13,Chancho a la Cruz,38,17,Sábado,1,Soleado,Ninguno,Ninguna,4,2
2024-04-14,Chancho a la Cruz,39,16,Domingo,1,Nublado,Ninguno,Ninguna,4,2
2024-04-15,Chancho a la Cruz,26,20,Lunes,0,Nublado,Ninguno,Ninguna,4,2
2024-04-16,Chancho a la Cruz,34,20,Martes,0,Nublado,Ninguno,2x1,4,2
2024-04-17,Chancho a la Cruz,32,20,Miércoles,0,Lluvioso,Feriado,Ninguna,4,2
2024-04-18,Chancho a la Cruz,19,17,Jueves,0,Nublado,Ninguno,Ninguna,4,2
2024-04-19,Chancho a la Cruz,44,18,Viernes,1,Nublado,Ninguno,Descuento,4,2
2024-04-20,Chancho a la Cruz,40,18,Sábado,1,Soleado,Ninguno,Ninguna,4,2
2024-04-21,Chancho a la Cruz,34,19,Domingo,1,Nublado,Ninguno,Ninguna,4,2
2024-04-22,Chancho a la Cruz,21,20,Lunes,0,Soleado,Ninguno,Ninguna,4,2
2024-04-23,Chancho a la Cruz,23,19,Martes,0,Nublado,Ninguno,Ninguna,4,2
2024-04-24,Chancho a la Cruz,18,19,Miércoles,0,Soleado,Ninguno,Ninguna,4,2
2024-04-25,Chancho a la Cruz,23,20,Jueves,0,Soleado,Ninguno,Ninguna,4,2
2024-04-26,Chancho a la Cruz,36,22,Viernes,1,Soleado,Ninguno,Ninguna,4,2
2024-04-27,Chancho a la Cruz,32,21,Sábado,1,Soleado,Ninguno,Ninguna,4,2
2024-04-28,Chancho a la Cruz,33,19,Domingo,1,Soleado,Ninguno,Ninguna,4,2
2024-04-29,Chancho a la Cruz,21,21,Lunes,0,Soleado,Ninguno,Ninguna,4,2
2024-04-30,Chancho a la Cruz,23,17,Martes,0,Nublado,Ninguno,Ninguna,4,2
2024-05-01,Chancho a la Cruz,35,18,Miércoles,0,Nublado,Ninguno,Ninguna,5,2
2024-05-02,Chancho a la Cruz,33,21,Jueves,0,Soleado,Ninguno,Ninguna,5,2
2024-05-03,Chancho a la Cruz,44,18,Viernes,1,Nublado,Ninguno,Ninguna,5,2
2024-05-04,Chancho a la Cruz,46,21,Sábado,1,Nublado,Ninguno,Ninguna,5,2
